person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default_label,loan_id,rate_was_missing,int_rate_filling,income_band,age_band,person_emp_length_band,loan_to_income_band
27,130000,RENT,2,VENTURE,C,10000,13.47,0,0.08,Yes,6,Non Default,20474,0,13.47,5. 100k-150k,2. 25-29,3. 1-2 yrs,1. 0-10%
28,42000,OWN,4,PERSONAL,C,8000,15.96,0,0.19,No,7,Non Default,20475,0,15.96,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
31,120600,RENT,5,VENTURE,C,10000,13.49,1,0.08,No,5,Default,20476,0,13.49,5. 100k-150k,3. 30-34,4. 3-5yrs,1. 0-10%
29,136000,RENT,0,DEBT CONSOLIDATION,A,10000,7.14,0,0.07,No,6,Non Default,20477,0,7.14,5. 100k-150k,2. 25-29,2. Under 1 yrs,1. 0-10%
32,128000,RENT,11,VENTURE,C,10000,13.85,1,0.08,Yes,5,Default,20478,0,13.85,5. 100k-150k,3. 30-34,6. 10+,1. 0-10%
32,140900,RENT,1,PERSONAL,C,10000,14.79,0,0.07,Yes,9,Non Default,20479,0,14.79,5. 100k-150k,3. 30-34,3. 1-2 yrs,1. 0-10%
33,42000,MORTGAGE,3,DEBT CONSOLIDATION,A,13000,7.9,0,0.31,No,6,Non Default,20480,0,7.9,2. 30k-50k,3. 30-34,4. 3-5yrs,4. 30-40%
28,144000,RENT,12,PERSONAL,B,10000,9.99,0,0.07,No,5,Non Default,20481,0,9.99,5. 100k-150k,2. 25-29,6. 10+,1. 0-10%
30,148000,RENT,8,PERSONAL,D,10000,13.55,0,0.07,No,9,Non Default,20482,0,13.55,5. 100k-150k,3. 30-34,5. 6-9 yrs,1. 0-10%
27,160000,RENT,3,EDUCATION,E,10000,16.32,0,0.06,Yes,9,Non Default,20483,0,16.32,6. 150k+,2. 25-29,4. 3-5yrs,1. 0-10%
34,42000,MORTGAGE,1,DEBT CONSOLIDATION,C,10000,14.65,0,0.24,No,6,Non Default,20484,0,14.65,2. 30k-50k,3. 30-34,3. 1-2 yrs,3. 20-30%
27,36000,MORTGAGE,8,HOME IMPROVEMENT,A,12500,6.03,1,0.35,No,7,Default,20485,0,6.03,2. 30k-50k,2. 25-29,5. 6-9 yrs,4. 30-40%
27,42000,OWN,4,EDUCATION,C,10000,14.65,0,0.24,No,7,Non Default,20486,0,14.65,2. 30k-50k,2. 25-29,4. 3-5yrs,3. 20-30%
27,275000,RENT,7,HOME IMPROVEMENT,D,10000,14.91,0,0.04,Yes,10,Non Default,20487,0,14.91,6. 150k+,2. 25-29,5. 6-9 yrs,1. 0-10%
30,42000,OWN,7,EDUCATION,A,1200,6.62,0,0.03,No,8,Non Default,20488,0,6.62,2. 30k-50k,3. 30-34,5. 6-9 yrs,1. 0-10%
32,25404,RENT,16,EDUCATION,C,9950,12.68,1,0.39,Yes,7,Default,20489,0,12.68,1. Under 30,3. 30-34,6. 10+,4. 30-40%
32,25200,RENT,9,MEDICAL,A,4900,6.17,0,0.19,No,6,Non Default,20490,0,6.17,1. Under 30,3. 30-34,5. 6-9 yrs,2. 10-20%
28,42000,MORTGAGE,12,VENTURE,A,7300,,0,0.17,No,9,Non Default,20491,1,7.49,2. 30k-50k,2. 25-29,6. 10+,2. 10-20%
27,30000,RENT,11,MEDICAL,B,4900,11.71,0,0.16,No,5,Non Default,20492,0,11.71,2. 30k-50k,2. 25-29,6. 10+,2. 10-20%
31,24000,RENT,0,DEBT CONSOLIDATION,A,9925,6.62,1,0.41,No,6,Default,20493,0,6.62,1. Under 30,3. 30-34,2. Under 1 yrs,4. 30-40%
33,42000,OWN,,VENTURE,B,5000,10.59,0,0.12,No,6,Non Default,20494,0,10.59,2. 30k-50k,3. 30-34,1. Unknown,2. 10-20%
30,93500,RENT,3,EDUCATION,C,9925,12.09,0,0.11,Yes,7,Non Default,20495,0,12.09,4. 75k-100k,3. 30-34,4. 3-5yrs,2. 10-20%
28,39000,RENT,3,VENTURE,B,9900,10.95,0,0.25,No,6,Non Default,20496,0,10.95,2. 30k-50k,2. 25-29,4. 3-5yrs,3. 20-30%
31,41303,RENT,4,PERSONAL,B,9900,11.89,0,0.24,No,10,Non Default,20497,0,11.89,2. 30k-50k,3. 30-34,4. 3-5yrs,3. 20-30%
27,50000,RENT,1,PERSONAL,C,9900,14.35,0,0.2,No,5,Non Default,20498,0,14.35,3. 50k-75k,2. 25-29,3. 1-2 yrs,2. 10-20%
32,70000,RENT,2,PERSONAL,A,9850,7.75,0,0.14,No,9,Non Default,20499,0,7.75,3. 50k-75k,3. 30-34,3. 1-2 yrs,2. 10-20%
32,25000,RENT,,HOME IMPROVEMENT,C,9800,12.23,1,0.39,Yes,8,Default,20500,0,12.23,1. Under 30,3. 30-34,1. Unknown,4. 30-40%
30,38400,RENT,2,PERSONAL,B,9800,11.48,0,0.26,No,5,Non Default,20501,0,11.48,2. 30k-50k,3. 30-34,3. 1-2 yrs,3. 20-30%
27,48000,RENT,7,EDUCATION,A,9800,8.59,0,0.2,No,5,Non Default,20502,0,8.59,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
31,42000,MORTGAGE,3,MEDICAL,A,9000,6.99,0,0.21,No,8,Non Default,20503,0,6.99,2. 30k-50k,3. 30-34,4. 3-5yrs,3. 20-30%
30,42000,OWN,,PERSONAL,C,4000,15.23,0,0.1,Yes,9,Non Default,20504,0,15.23,2. 30k-50k,3. 30-34,1. Unknown,1. 0-10%
35,36000,MORTGAGE,4,EDUCATION,B,16000,10.99,1,0.44,No,8,Default,20505,0,10.99,2. 30k-50k,4. 35-39,4. 3-5yrs,4. 30-40%
28,42000,MORTGAGE,5,HOME IMPROVEMENT,A,6000,5.42,0,0.14,No,9,Non Default,20506,0,5.42,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
27,42000,MORTGAGE,11,PERSONAL,A,3500,8.49,0,0.08,No,9,Non Default,20507,0,8.49,2. 30k-50k,2. 25-29,6. 10+,1. 0-10%
31,20800,RENT,3,MEDICAL,D,9750,17.19,1,0.47,Yes,6,Default,20508,0,17.19,1. Under 30,3. 30-34,4. 3-5yrs,4. 30-40%
28,21600,RENT,4,VENTURE,D,9750,,1,0.45,No,10,Default,20509,1,15.31,1. Under 30,2. 25-29,4. 3-5yrs,4. 30-40%
28,32400,RENT,3,MEDICAL,D,4900,14.12,1,0.15,No,7,Default,20510,0,14.12,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
27,43000,RENT,8,VENTURE,B,4900,9.91,0,0.11,No,5,Non Default,20511,0,9.91,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
33,38000,RENT,10,EDUCATION,C,4900,10.28,1,0.13,Yes,6,Default,20512,0,10.28,2. 30k-50k,3. 30-34,6. 10+,2. 10-20%
29,64000,RENT,13,PERSONAL,C,4900,,0,0.08,Yes,10,Non Default,20513,1,13.48,3. 50k-75k,2. 25-29,6. 10+,1. 0-10%
28,42100,RENT,0,PERSONAL,B,4925,11.49,0,0.12,No,7,Non Default,20514,0,11.49,2. 30k-50k,2. 25-29,2. Under 1 yrs,2. 10-20%
27,30000,RENT,5,PERSONAL,B,4975,10.37,0,0.17,No,10,Non Default,20515,0,10.37,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
30,42000,OWN,8,MEDICAL,C,8000,12.99,0,0.19,No,9,Non Default,20516,0,12.99,2. 30k-50k,3. 30-34,5. 6-9 yrs,2. 10-20%
33,42000,MORTGAGE,2,PERSONAL,A,9050,7.49,0,0.22,No,7,Non Default,20517,0,7.49,2. 30k-50k,3. 30-34,3. 1-2 yrs,3. 20-30%
29,27919,RENT,,VENTURE,B,5000,,0,0.18,No,10,Non Default,20518,1,10.99,1. Under 30,2. 25-29,1. Unknown,2. 10-20%
29,28000,RENT,2,MEDICAL,D,5000,16.07,1,0.18,No,8,Default,20519,0,16.07,1. Under 30,2. 25-29,3. 1-2 yrs,2. 10-20%
29,28140,RENT,0,MEDICAL,A,5000,7.29,0,0.18,No,9,Non Default,20520,0,7.29,1. Under 30,2. 25-29,2. Under 1 yrs,2. 10-20%
34,42000,MORTGAGE,18,HOME IMPROVEMENT,A,2000,5.79,0,0.05,No,8,Non Default,20521,0,5.79,2. 30k-50k,3. 30-34,6. 10+,1. 0-10%
28,28800,RENT,2,VENTURE,B,5000,10.65,0,0.17,No,9,Non Default,20522,0,10.65,1. Under 30,2. 25-29,3. 1-2 yrs,2. 10-20%
32,28800,RENT,16,MEDICAL,B,5000,10.59,0,0.17,No,9,Non Default,20523,0,10.59,1. Under 30,3. 30-34,6. 10+,2. 10-20%
31,28800,RENT,1,VENTURE,B,5000,9.25,0,0.17,No,7,Non Default,20524,0,9.25,1. Under 30,3. 30-34,3. 1-2 yrs,2. 10-20%
27,28800,RENT,6,EDUCATION,D,5000,14.96,0,0.17,Yes,5,Non Default,20525,0,14.96,1. Under 30,2. 25-29,5. 6-9 yrs,2. 10-20%
27,28968,RENT,1,PERSONAL,C,5000,13.16,0,0.17,Yes,5,Non Default,20526,0,13.16,1. Under 30,2. 25-29,3. 1-2 yrs,2. 10-20%
29,29000,RENT,3,VENTURE,C,5000,15.23,0,0.17,Yes,7,Non Default,20527,0,15.23,1. Under 30,2. 25-29,4. 3-5yrs,2. 10-20%
32,42000,MORTGAGE,16,DEBT CONSOLIDATION,A,10375,5.42,0,0.25,No,7,Non Default,20528,0,5.42,2. 30k-50k,3. 30-34,6. 10+,3. 20-30%
32,42000,MORTGAGE,,PERSONAL,A,1225,5.79,0,0.03,No,10,Non Default,20529,0,5.79,2. 30k-50k,3. 30-34,1. Unknown,1. 0-10%
34,29152,RENT,,VENTURE,B,5000,10.36,0,0.17,No,7,Non Default,20530,0,10.36,1. Under 30,3. 30-34,1. Unknown,2. 10-20%
28,42000,MORTGAGE,6,EDUCATION,B,5000,10.37,0,0.12,No,5,Non Default,20531,0,10.37,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
33,42000,MORTGAGE,5,EDUCATION,A,9000,5.79,0,0.21,No,5,Non Default,20532,0,5.79,2. 30k-50k,3. 30-34,4. 3-5yrs,3. 20-30%
34,42000,MORTGAGE,7,MEDICAL,B,7500,11.11,0,0.18,No,7,Non Default,20533,0,11.11,2. 30k-50k,3. 30-34,5. 6-9 yrs,2. 10-20%
31,30000,RENT,4,HOME IMPROVEMENT,B,5000,9.91,1,0.17,No,5,Default,20534,0,9.91,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
29,30000,RENT,3,MEDICAL,B,5000,11.49,0,0.17,No,9,Non Default,20535,0,11.49,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
27,30000,RENT,0,MEDICAL,C,5000,13.72,0,0.17,No,8,Non Default,20536,0,13.72,2. 30k-50k,2. 25-29,2. Under 1 yrs,2. 10-20%
28,30000,RENT,1,PERSONAL,A,5000,6.17,0,0.17,No,6,Non Default,20537,0,6.17,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
28,30000,RENT,3,MEDICAL,B,5000,9.88,0,0.17,No,8,Non Default,20538,0,9.88,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
33,30000,RENT,0,MEDICAL,A,5000,7.74,0,0.17,No,8,Non Default,20539,0,7.74,2. 30k-50k,3. 30-34,2. Under 1 yrs,2. 10-20%
29,36000,MORTGAGE,6,PERSONAL,A,8000,6.54,1,0.22,No,8,Default,20540,0,6.54,2. 30k-50k,2. 25-29,5. 6-9 yrs,3. 20-30%
28,42000,MORTGAGE,0,DEBT CONSOLIDATION,B,12000,9.62,0,0.29,No,7,Non Default,20541,0,9.62,2. 30k-50k,2. 25-29,2. Under 1 yrs,3. 20-30%
29,30000,RENT,3,VENTURE,A,5000,9.32,0,0.17,No,5,Non Default,20542,0,9.32,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
30,30240,RENT,1,EDUCATION,C,5000,14.72,0,0.17,Yes,10,Non Default,20543,0,14.72,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
29,30796,RENT,13,MEDICAL,D,5000,14.96,0,0.16,Yes,8,Non Default,20544,0,14.96,2. 30k-50k,2. 25-29,6. 10+,2. 10-20%
32,30960,RENT,5,VENTURE,B,5000,11.49,0,0.16,No,10,Non Default,20545,0,11.49,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
30,31000,RENT,1,VENTURE,B,5000,9.91,0,0.16,No,10,Non Default,20546,0,9.91,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
35,31000,RENT,0,VENTURE,C,5000,14.35,0,0.16,No,7,Non Default,20547,0,14.35,2. 30k-50k,4. 35-39,2. Under 1 yrs,2. 10-20%
29,31100,RENT,2,DEBT CONSOLIDATION,B,5000,9.63,0,0.16,No,8,Non Default,20548,0,9.63,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
34,42000,OWN,1,VENTURE,A,22750,6.91,0,0.54,No,10,Non Default,20549,0,6.91,2. 30k-50k,3. 30-34,3. 1-2 yrs,4. 30-40%
31,42000,OWN,0,HOME IMPROVEMENT,B,7200,9.99,0,0.17,No,8,Non Default,20550,0,9.99,2. 30k-50k,3. 30-34,2. Under 1 yrs,2. 10-20%
35,31577,RENT,6,MEDICAL,B,5000,9.99,0,0.16,No,9,Non Default,20551,0,9.99,2. 30k-50k,4. 35-39,5. 6-9 yrs,2. 10-20%
28,42000,MORTGAGE,12,VENTURE,A,11000,5.42,0,0.26,No,7,Non Default,20552,0,5.42,2. 30k-50k,2. 25-29,6. 10+,3. 20-30%
28,32000,RENT,5,MEDICAL,A,5000,6.99,0,0.16,No,7,Non Default,20553,0,6.99,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
27,42000,MORTGAGE,0,PERSONAL,C,8000,13.61,0,0.19,Yes,9,Non Default,20554,0,13.61,2. 30k-50k,2. 25-29,2. Under 1 yrs,2. 10-20%
29,32400,RENT,,MEDICAL,A,5000,8.9,0,0.15,No,8,Non Default,20555,0,8.9,2. 30k-50k,2. 25-29,1. Unknown,2. 10-20%
27,32400,RENT,7,MEDICAL,C,5000,,0,0.15,No,6,Non Default,20556,1,13.48,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
29,42000,OWN,13,MEDICAL,A,2500,6.76,0,0.06,No,5,Non Default,20557,0,6.76,2. 30k-50k,2. 25-29,6. 10+,1. 0-10%
32,32496,RENT,4,EDUCATION,D,5000,,0,0.15,No,6,Non Default,20558,1,15.31,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
33,42000,MORTGAGE,12,VENTURE,A,6400,7.88,0,0.15,No,10,Non Default,20559,0,7.88,2. 30k-50k,3. 30-34,6. 10+,2. 10-20%
27,32760,RENT,4,PERSONAL,D,5000,15.21,0,0.15,Yes,9,Non Default,20560,0,15.21,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
28,42000,MORTGAGE,4,PERSONAL,B,10000,10.75,0,0.24,No,9,Non Default,20561,0,10.75,2. 30k-50k,2. 25-29,4. 3-5yrs,3. 20-30%
29,33000,RENT,6,MEDICAL,A,5000,8.9,0,0.15,No,7,Non Default,20562,0,8.9,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
27,33000,RENT,9,PERSONAL,B,5000,10,0,0.15,No,10,Non Default,20563,0,10,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
27,42000,OWN,3,PERSONAL,B,8500,10.38,0,0.2,No,7,Non Default,20564,0,10.38,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
27,33000,RENT,4,EDUCATION,C,5000,14.22,0,0.15,Yes,10,Non Default,20565,0,14.22,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
29,42000,MORTGAGE,5,MEDICAL,C,2500,13.98,0,0.06,No,8,Non Default,20566,0,13.98,2. 30k-50k,2. 25-29,4. 3-5yrs,1. 0-10%
28,33600,RENT,12,VENTURE,A,5000,5.42,0,0.15,No,8,Non Default,20567,0,5.42,2. 30k-50k,2. 25-29,6. 10+,2. 10-20%
27,42000,MORTGAGE,0,HOME IMPROVEMENT,A,4200,6.76,0,0.1,No,7,Non Default,20568,0,6.76,2. 30k-50k,2. 25-29,2. Under 1 yrs,1. 0-10%
29,33600,RENT,0,DEBT CONSOLIDATION,C,5000,13.92,0,0.15,Yes,10,Non Default,20569,0,13.92,2. 30k-50k,2. 25-29,2. Under 1 yrs,2. 10-20%
27,33600,RENT,8,MEDICAL,C,5000,12.87,0,0.15,Yes,6,Non Default,20570,0,12.87,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
29,42000,MORTGAGE,8,PERSONAL,C,7800,13.11,0,0.19,No,9,Non Default,20571,0,13.11,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
30,42000,MORTGAGE,13,EDUCATION,D,3000,15.33,0,0.07,Yes,9,Non Default,20572,0,15.33,2. 30k-50k,3. 30-34,6. 10+,1. 0-10%
31,34000,RENT,3,DEBT CONSOLIDATION,A,5000,5.42,0,0.15,No,7,Non Default,20573,0,5.42,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
27,34152,RENT,5,MEDICAL,C,5000,13.79,0,0.15,No,10,Non Default,20574,0,13.79,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
28,42000,MORTGAGE,13,PERSONAL,D,8500,14.96,0,0.2,No,10,Non Default,20575,0,14.96,2. 30k-50k,2. 25-29,6. 10+,2. 10-20%
35,34868,RENT,14,MEDICAL,E,5000,6,1,0.14,No,6,Default,20576,0,6,2. 30k-50k,4. 35-39,6. 10+,2. 10-20%
31,35000,RENT,3,VENTURE,B,5000,10.65,0,0.14,No,5,Non Default,20577,0,10.65,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
28,29000,RENT,1,PERSONAL,C,5000,15.96,1,0.17,Yes,7,Default,20578,0,15.96,1. Under 30,2. 25-29,3. 1-2 yrs,2. 10-20%
33,35000,RENT,0,PERSONAL,A,5000,8.9,0,0.14,No,5,Non Default,20579,0,8.9,2. 30k-50k,3. 30-34,2. Under 1 yrs,2. 10-20%
27,35000,RENT,9,DEBT CONSOLIDATION,B,5000,11.49,0,0.14,No,8,Non Default,20580,0,11.49,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
29,35000,RENT,1,MEDICAL,A,5000,,0,0.14,No,9,Non Default,20581,1,7.49,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
27,35004,RENT,7,MEDICAL,B,5000,10.75,0,0.14,No,8,Non Default,20582,0,10.75,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
32,42000,OWN,0,PERSONAL,B,10400,11.14,0,0.25,No,9,Non Default,20583,0,11.14,2. 30k-50k,3. 30-34,2. Under 1 yrs,3. 20-30%
27,36000,MORTGAGE,9,DEBT CONSOLIDATION,E,15200,16.35,1,0.42,Yes,6,Default,20584,0,16.35,2. 30k-50k,2. 25-29,5. 6-9 yrs,4. 30-40%
35,36000,RENT,,MEDICAL,B,5000,9.91,0,0.14,No,5,Non Default,20585,0,9.91,2. 30k-50k,4. 35-39,1. Unknown,2. 10-20%
35,36000,RENT,3,DEBT CONSOLIDATION,A,5000,7.51,0,0.14,No,5,Non Default,20586,0,7.51,2. 30k-50k,4. 35-39,4. 3-5yrs,2. 10-20%
32,42000,MORTGAGE,3,VENTURE,A,9000,7.74,0,0.21,No,8,Non Default,20587,0,7.74,2. 30k-50k,3. 30-34,4. 3-5yrs,3. 20-30%
29,42000,MORTGAGE,9,HOME IMPROVEMENT,A,2500,7.74,0,0.06,No,7,Non Default,20588,0,7.74,2. 30k-50k,2. 25-29,5. 6-9 yrs,1. 0-10%
27,30000,RENT,2,DEBT CONSOLIDATION,E,5000,17.99,1,0.17,Yes,10,Default,20589,0,17.99,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
29,42000,MORTGAGE,9,EDUCATION,B,8500,10.95,0,0.2,No,6,Non Default,20590,0,10.95,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
27,36000,RENT,5,EDUCATION,B,5000,9.63,0,0.14,No,8,Non Default,20591,0,9.63,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
28,42000,OWN,1,VENTURE,C,15000,13.47,0,0.36,No,9,Non Default,20592,0,13.47,2. 30k-50k,2. 25-29,3. 1-2 yrs,4. 30-40%
31,36000,RENT,2,MEDICAL,B,5000,10.36,0,0.14,No,9,Non Default,20593,0,10.36,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
30,36000,RENT,2,VENTURE,B,5000,10.75,0,0.14,No,5,Non Default,20594,0,10.75,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
32,36000,RENT,2,VENTURE,B,5000,11.83,0,0.14,No,10,Non Default,20595,0,11.83,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
29,36000,RENT,0,MEDICAL,C,5000,,0,0.14,Yes,5,Non Default,20596,1,13.48,2. 30k-50k,2. 25-29,2. Under 1 yrs,2. 10-20%
27,42000,MORTGAGE,2,VENTURE,C,20000,12.84,0,0.48,Yes,7,Non Default,20597,0,12.84,2. 30k-50k,2. 25-29,3. 1-2 yrs,4. 30-40%
28,42000,OWN,2,MEDICAL,C,6000,12.84,0,0.14,No,9,Non Default,20598,0,12.84,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
30,36933,RENT,2,PERSONAL,C,5000,11.91,0,0.14,Yes,6,Non Default,20599,0,11.91,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
32,42000,OWN,15,MEDICAL,B,1800,10.2,0,0.04,No,9,Non Default,20600,0,10.2,2. 30k-50k,3. 30-34,6. 10+,1. 0-10%
29,42000,MORTGAGE,0,VENTURE,A,7500,,0,0.18,No,9,Non Default,20601,1,7.49,2. 30k-50k,2. 25-29,2. Under 1 yrs,2. 10-20%
32,37000,RENT,0,VENTURE,B,5000,11.49,0,0.14,No,7,Non Default,20602,0,11.49,2. 30k-50k,3. 30-34,2. Under 1 yrs,2. 10-20%
32,37000,RENT,3,EDUCATION,B,5000,9.62,0,0.14,No,7,Non Default,20603,0,9.62,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
27,36000,MORTGAGE,0,EDUCATION,A,6825,8.32,1,0.19,No,9,Default,20604,0,8.32,2. 30k-50k,2. 25-29,2. Under 1 yrs,2. 10-20%
32,37300,RENT,2,VENTURE,B,5000,12.53,0,0.13,No,9,Non Default,20605,0,12.53,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
32,37500,RENT,6,MEDICAL,A,5000,6.03,0,0.13,No,9,Non Default,20606,0,6.03,2. 30k-50k,3. 30-34,5. 6-9 yrs,2. 10-20%
27,31513,RENT,11,HOME IMPROVEMENT,A,5000,6.62,1,0.16,No,7,Default,20607,0,6.62,2. 30k-50k,2. 25-29,6. 10+,2. 10-20%
28,36000,MORTGAGE,5,MEDICAL,E,15450,,1,0.43,No,8,Default,20608,1,16.82,2. 30k-50k,2. 25-29,4. 3-5yrs,4. 30-40%
32,37992,RENT,3,VENTURE,E,5000,16.35,0,0.13,No,5,Non Default,20609,0,16.35,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
32,32000,RENT,6,DEBT CONSOLIDATION,D,5000,18.25,1,0.16,Yes,7,Default,20610,0,18.25,2. 30k-50k,3. 30-34,5. 6-9 yrs,2. 10-20%
27,36082,MORTGAGE,5,EDUCATION,A,5000,6.62,1,0.14,No,9,Default,20611,0,6.62,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
29,32000,RENT,1,PERSONAL,D,5000,14.84,1,0.16,No,8,Default,20612,0,14.84,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
29,42108,OWN,0,EDUCATION,A,2500,8,0,0.06,No,5,Non Default,20613,0,8,2. 30k-50k,2. 25-29,2. Under 1 yrs,1. 0-10%
29,38000,RENT,0,MEDICAL,B,5000,11.36,0,0.13,No,5,Non Default,20614,0,11.36,2. 30k-50k,2. 25-29,2. Under 1 yrs,2. 10-20%
27,42162,OTHER,11,VENTURE,A,2400,7.74,0,0.06,No,8,Non Default,20615,0,7.74,2. 30k-50k,2. 25-29,6. 10+,1. 0-10%
28,42200,MORTGAGE,5,VENTURE,B,13200,11.48,0,0.31,No,8,Non Default,20616,0,11.48,2. 30k-50k,2. 25-29,4. 3-5yrs,4. 30-40%
29,32000,RENT,1,HOME IMPROVEMENT,D,5000,,1,0.16,No,10,Default,20617,1,15.31,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
27,38004,RENT,8,MEDICAL,A,5000,9.63,0,0.13,No,10,Non Default,20618,0,9.63,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
28,42240,OWN,2,MEDICAL,B,12000,11.86,0,0.28,No,6,Non Default,20619,0,11.86,2. 30k-50k,2. 25-29,3. 1-2 yrs,3. 20-30%
27,38250,RENT,1,MEDICAL,A,5000,7.51,0,0.13,No,5,Non Default,20620,0,7.51,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
32,38300,RENT,4,MEDICAL,B,5000,10.25,0,0.13,No,9,Non Default,20621,0,10.25,2. 30k-50k,3. 30-34,4. 3-5yrs,2. 10-20%
28,38400,RENT,3,DEBT CONSOLIDATION,C,5000,13.49,0,0.13,Yes,6,Non Default,20622,0,13.49,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
31,42300,OWN,15,VENTURE,A,2000,6.92,0,0.05,No,9,Non Default,20623,0,6.92,2. 30k-50k,3. 30-34,6. 10+,1. 0-10%
28,38400,RENT,3,EDUCATION,C,5000,,0,0.13,No,5,Non Default,20624,1,13.48,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
27,38400,RENT,6,MEDICAL,B,5000,9.88,0,0.13,No,10,Non Default,20625,0,9.88,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
33,38500,RENT,1,DEBT CONSOLIDATION,A,5000,7.14,0,0.13,No,10,Non Default,20626,0,7.14,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
28,39000,RENT,3,VENTURE,B,5000,10.25,0,0.13,No,10,Non Default,20627,0,10.25,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
27,42500,MORTGAGE,4,DEBT CONSOLIDATION,C,8000,13.06,0,0.19,No,5,Non Default,20628,0,13.06,2. 30k-50k,2. 25-29,4. 3-5yrs,2. 10-20%
28,39516,RENT,0,EDUCATION,C,5000,12.87,0,0.13,No,10,Non Default,20629,0,12.87,2. 30k-50k,2. 25-29,2. Under 1 yrs,2. 10-20%
34,39996,RENT,1,PERSONAL,A,5000,7.51,0,0.13,No,6,Non Default,20630,0,7.51,2. 30k-50k,3. 30-34,3. 1-2 yrs,2. 10-20%
28,34000,RENT,,PERSONAL,A,5000,7.9,1,0.15,No,5,Default,20631,0,7.9,2. 30k-50k,2. 25-29,1. Unknown,2. 10-20%
27,40000,RENT,9,PERSONAL,A,5000,8.49,0,0.13,No,8,Non Default,20632,0,8.49,2. 30k-50k,2. 25-29,5. 6-9 yrs,2. 10-20%
27,40000,RENT,1,MEDICAL,B,5000,11.99,0,0.13,No,9,Non Default,20633,0,11.99,2. 30k-50k,2. 25-29,3. 1-2 yrs,2. 10-20%
